id,respuesta,comuna,canal,grupo_edad
REC-0248,Integren a los recicladores al sistema formal y paguen por el servicio.,,buzón_vecinal,
REC-0249,"reciclar está bien, pero primero deberíamos reducir envases y reutilizar.",,cabildo,
REC-0250,"La feria de intercambio fue excelente, me gustaría que fuera mensual.",Maipú,whatsapp_municipal,60+
REC-0251,Deberían avisar los horarios por WhatsApp porque uno nunca sabe cuándo sacar el reciclaje.,La Pintana,cabildo,30-44
REC-0252,"La feria de intercambio fue excelente, me gustaría que fuera mensual.",,whatsapp_municipal,
REC-0253,"Reciclar está bien, pero primero deberíamos reducir envases y reutilizar.",Quilicura,consulta_web,30-44
REC-0254,"Reciclar está bien, pero primero deberíamos reducir envases y reutilizar.",Paine,consulta_web,45-59
REC-0255,"El punto limpio siempre está lleno, al final la gente deja todo afuera.",El Bosque,whatsapp_municipal,30-44
REC-0256,"Buen día, no tengo comentarios.",Lo Espejo,cabildo,60+
REC-0257,"Reciclar está bien, pero primero deberíamos reducir envases y reutilizar.",,cabildo,
REC-0258,La atención del consultorio está muy lenta.,Puente Alto,whatsapp_municipal,18-29
REC-0259,Pongan barreras o cámaras porque ese vertedero ilegal crece cada semana.,Renca,cabildo,45-59
REC-0260,"La muni limpia el microbasural y a los tres días está igual, falta fiscalización.",Recoleta,formulario_papel,45-59
REC-0261,"La compostera comunitaria es buena idea, pero hay que controlar olores y moscas. Mi vecino María González puede confirmar esto.",,formulario_papel,
REC-0262,"La compostera comunitaria es buena idea, pero hay que controlar olores y moscas.",San José de Maipo,formulario_papel,60+
REC-0263,"Separar sirve, supongo, aunque después el camión junta todo y uno queda de payaso.",Cerro Navia,consulta_web,45-59
REC-0264,Pongan barreras o cámaras porque ese vertedero ilegal crece cada semana.,Santiago,buzón_vecinal,18-29
REC-0265,Hace falta un lugar para dejar muebles que todavía sirven.,Quilicura,buzón_vecinal,18-29
REC-0266,Pusieron un punto limpio pero está mal ubicado y casi nadie sabe que existe!!!,,buzón_vecinal,
REC-0267,La gente mezcla todo porque nadie explica qué va en cada contenedor.,,cabildo,
REC-0268,Quiero compostar pero vivo en depto y no tengo dónde llevar los orgánicos.,Santiago,formulario_papel,60+
REC-0269,"No sirve otra campaña con folletos, hagan talleres en colegios y juntas de vecinos.",,consulta_web,
REC-0270,"Hay conflicto por el ruido de los carros temprano, se necesita acordar horarios.",Puente Alto,cabildo,30-44
REC-0271,Integren a los recicladores al sistema formal y paguen por el servicio.,Paine,consulta_web,30-44
REC-0272,"separar sirve, supongo, aunque después el camión junta todo y uno queda de payaso.",,buzón_vecinal,
REC-0273,El camión pasa cuando quiere y las bolsas quedan dos días en la calle.,Renca,formulario_papel,60+
REC-0274,"La compostera comunitaria es buena idea, pero hay que controlar olores y moscas.",Pudahuel,consulta_web,45-59
REC-0275,Quiero compostar pero vivo en depto y no tengo dónde llevar los orgánicos. Mi vecino María González puede confirmar esto.,Peñalolén,consulta_web,30-44
REC-0276,"La muni limpia el microbasural y a los tres días está igual, falta fiscalización.",,formulario_papel,
REC-0277,Hace falta un lugar para dejar muebles que todavía sirven.,Pudahuel,whatsapp_municipal,60+
REC-0278,El camión pasa cuando quiere y las bolsas quedan dos días en la calle. Mi vecino Juan Pérez puede confirmar esto.,Huechuraba,whatsapp_municipal,18-29
REC-0279,"La muni limpia el microbasural y a los tres días está igual, falta fiscalización.",,cabildo,
REC-0280,Hay gente que viene de otras comunas a dejar basura en la esquina.,Santiago,formulario_papel,60+
REC-0281,"Reciclar está bien, pero primero deberíamos reducir envases y reutilizar.",La Pintana,cabildo,30-44
REC-0282,los recicladores de base hacen una pega enorme y deberían tener apoyo municipal.,Estación Central,cabildo,18-29
REC-0283,Los recicladores de base hacen una pega enorme y deberían tener apoyo municipal.,,cabildo,
REC-0284,"reciclar está bien, pero primero deberíamos reducir envases y reutilizar. Dejé el reclamo a nombre de Felipe Soto, RUT 16.728.984-0.",Peñalolén,formulario_papel,30-44
REC-0285,Con los restos de la feria podríamos hacer compost para las áreas verdes.,Maipú,consulta_web,60+
REC-0286,"La compostera comunitaria es buena idea, pero hay que controlar olores y moscas.",El Bosque,whatsapp_municipal,30-44
REC-0287,Hace falta un lugar para dejar muebles que todavía sirven!!!,La Florida,whatsapp_municipal,18-29
REC-0288,"El punto limpio siempre está lleno, al final la gente deja todo afuera.",Santiago,formulario_papel,30-44
REC-0289,"Hay gente que viene de otras comunas a dejar basura en la esquina. Dejé el reclamo a nombre de Camila Rojas, RUT 17.354.409-7.",Pudahuel,whatsapp_municipal,18-29
REC-0290,Quiero compostar pero vivo en depto y no tengo dónde llevar los orgánicos.,,consulta_web,
REC-0291,No voy a separar mientras las empresas sigan llenando todo de plástico; no carguen la responsabilidad al vecino.,Estación Central,buzón_vecinal,60+
REC-0292,"Reciclar está bien, pero primero deberíamos reducir envases y reutilizar.",Lo Espejo,buzón_vecinal,18-29
REC-0293,Pusieron un punto limpio pero está mal ubicado y casi nadie sabe que existe. Me pueden llamar al +569 3427 2033.,Maipú,formulario_papel,30-44
REC-0294,Pusieron un punto limpio pero está mal ubicado y casi nadie sabe que existe.,,buzón_vecinal,
REC-0295,"Buen día, no tengo comentarios.",Quilicura,whatsapp_municipal,60+
REC-0296,"La compostera comunitaria es buena idea, pero hay que controlar olores y moscas.",El Bosque,consulta_web,30-44
REC-0297,Con los restos de la feria podríamos hacer compost para las áreas verdes.,San Joaquín,buzón_vecinal,60+
REC-0298,Los recicladores de base hacen una pega enorme y deberían tener apoyo municipal.,Puente Alto,whatsapp_municipal,45-59
REC-0299,"La compostera comunitaria es buena idea, pero hay que controlar olores y moscas.",El Bosque,consulta_web,18-29
REC-0300,"Separar sirve, supongo, aunque después el camión junta todo y uno queda de payaso.",,cabildo,
REC-0301,"El retiro diferenciado dejó de pasar hace semanas, así nadie mantiene el hábito.",Renca,buzón_vecinal,30-44
REC-0302,Hay gente que viene de otras comunas a dejar basura en la esquina.,,buzón_vecinal,
REC-0303,Quiero compostar pero vivo en depto y no tengo dónde llevar los orgánicos.,Huechuraba,consulta_web,30-44
REC-0304,LA GENTE MEZCLA TODO PORQUE NADIE EXPLICA QUÉ VA EN CADA CONTENEDOR.,La Pintana,cabildo,30-44
REC-0305,La gente mezcla todo porque nadie explica qué va en cada contenedor.,,whatsapp_municipal,
REC-0306,"probé compostaje en la casa y funciona, falta enseñar bien para que no quede la caga.",,cabildo,
REC-0307,"En mi casa separamos hace años, pero varios vecinos todavía tiran todo junto.",,cabildo,
REC-0308,"El contenedor nuevo funciona bien, ojalá lo retiren antes de que colapse.",San Joaquín,whatsapp_municipal,18-29
REC-0309,.,,whatsapp_municipal,
REC-0310,La gente mezcla todo porque nadie explica qué va en cada contenedor. Mi vecino Juan Pérez puede confirmar esto.,,consulta_web,
REC-0311,Los puntos limpios son greenwashing si después mezclan todo en el mismo camión.,,buzón_vecinal,
REC-0312,Integren a los recicladores al sistema formal y paguen por el servicio.,Renca,cabildo,45-59
REC-0313,No voy a separar mientras las empresas sigan llenando todo de plástico; no carguen la responsabilidad al vecino.,Cerro Navia,buzón_vecinal,45-59
REC-0314,Integren a los recicladores al sistema formal y paguen por el servicio.,,consulta_web,
REC-0315,Los puntos limpios son greenwashing si después mezclan todo en el mismo camión.,,consulta_web,
REC-0316,"El retiro diferenciado dejó de pasar hace semanas, así nadie mantiene el hábito.",Huechuraba,whatsapp_municipal,45-59
REC-0317,Pusieron un punto limpio pero está mal ubicado y casi nadie sabe que existe.,Lo Espejo,consulta_web,18-29
REC-0318,Podrían organizar ferias de trueque y reparación en vez de botar todo. Esto pasa frente a El Molino 4836.,La Florida,whatsapp_municipal,60+
REC-0319,"La muni limpia el microbasural y a los tres días está igual, falta fiscalización.",Estación Central,cabildo,30-44
REC-0320,No voy a separar mientras las empresas sigan llenando todo de plástico; no carguen la responsabilidad al vecino.,,buzón_vecinal,
REC-0321,Deberían avisar los horarios por WhatsApp porque uno nunca sabe cuándo sacar el reciclaje.,,whatsapp_municipal,
REC-0322,Gracias por escuchar a los vecinos.,San José de Maipo,consulta_web,60+
REC-0323,"Faltan contenedores para vidrio en cancha del barrio, el más cercano queda lejísimos.",,formulario_papel,
REC-0324,Pongan barreras o cámaras porque ese vertedero ilegal crece cada semana.,El Bosque,buzón_vecinal,60+
REC-0325,Quiero compostar pero vivo en depto y no tengo dónde llevar los orgánicos.,,whatsapp_municipal,
REC-0326,"Hay conflicto por el ruido de los carros temprano, se necesita acordar horarios.",Quilicura,buzón_vecinal,45-59
REC-0327,Quiero compostar pero vivo en depto y no tengo dónde llevar los orgánicos.,Paine,cabildo,60+
REC-0328,Con los restos de la feria podríamos hacer compost para las áreas verdes. Esto pasa frente a Vicuña Mackenna 4856.,La Pintana,buzón_vecinal,30-44
REC-0329,"En mi casa separamos hace años, pero varios vecinos todavía tiran todo junto.",Paine,formulario_papel,45-59
REC-0330,pongan barreras o cámaras porque ese vertedero ilegal crece cada semana.,,cabildo,
REC-0331,"Integren a los recicladores al sistema formal y paguen por el servicio. Dejé el reclamo a nombre de Camila Rojas, RUT 23.879.260-2.",,formulario_papel,
REC-0332,Los puntos limpios son greenwashing si después mezclan todo en el mismo camión.,Cerro Navia,buzón_vecinal,30-44
REC-0333,Con los restos de la feria podríamos hacer compost para las áreas verdes.,,buzón_vecinal,
REC-0334,Con los restos de la feria podríamos hacer compost para las áreas verdes.,Recoleta,buzón_vecinal,45-59
REC-0335,"Buen día, no tengo comentarios.",San José de Maipo,formulario_papel,30-44
REC-0336,Hace falta un lugar para dejar muebles que todavía sirven.,El Bosque,formulario_papel,18-29
REC-0337,Prefiero que cobren a quienes producen envases antes que hacer otra campaña para culpabilizar a la gente.,,consulta_web,
REC-0338,Podrían organizar ferias de trueque y reparación en vez de botar todo.,Recoleta,consulta_web,30-44
REC-0339,Los puntos limpios son greenwashing si después mezclan todo en el mismo camión.,Pudahuel,cabildo,60+
REC-0340,Hay gente que viene de otras comunas a dejar basura en la esquina.,Peñalolén,buzón_vecinal,60+
REC-0341,"El contenedor nuevo funciona bien, ojalá lo retiren antes de que colapse.",,whatsapp_municipal,
REC-0342,El camión pasa cuando quiere y las bolsas quedan dos días en la calle!!!,La Pintana,formulario_papel,30-44
REC-0343,"Faltan contenedores para vidrio en cancha del barrio, el más cercano queda lejísimos. Me pueden llamar al +569 8579 9480.",,buzón_vecinal,
REC-0344,"El punto limpio siempre está lleno, al final la gente deja todo afuera.",Maipú,cabildo,30-44
REC-0345,Quiero compostar pero vivo en depto y no tengo dónde llevar los orgánicos.,San José de Maipo,formulario_papel,45-59
REC-0346,No voy a separar mientras las empresas sigan llenando todo de plástico; no carguen la responsabilidad al vecino.,Santiago,formulario_papel,60+
REC-0347,CON LOS RESTOS DE LA FERIA PODRÍAMOS HACER COMPOST PARA LAS ÁREAS VERDES.,Puente Alto,consulta_web,60+
REC-0348,"Hay conflicto por el ruido de los carros temprano, se necesita acordar horarios.",Peñalolén,buzón_vecinal,18-29
REC-0349,"Separar sirve, supongo, aunque después el camión junta todo y uno queda de payaso.",El Bosque,cabildo,60+
REC-0350,Pongan barreras o cámaras porque ese vertedero ilegal crece cada semana.,,whatsapp_municipal,
REC-0351,"El punto limpio siempre está lleno, al final la gente deja todo afuera.",,cabildo,
REC-0352,deberían avisar los horarios por whatsapp porque uno nunca sabe cuándo sacar el reciclaje.,Huechuraba,cabildo,45-59
REC-0353,los recicladores de base hacen una pega enorme y deberían tener apoyo municipal.,Huechuraba,whatsapp_municipal,30-44
REC-0354,Pusieron un punto limpio pero está mal ubicado y casi nadie sabe que existe.,San José de Maipo,cabildo,18-29
REC-0355,El punto limpio está impecable porque nadie lo usa: queda lejos y nunca explicaron qué recibe.,,buzón_vecinal,
REC-0356,Deberían avisar los horarios por WhatsApp porque uno nunca sabe cuándo sacar el reciclaje!!!,San Joaquín,consulta_web,30-44
REC-0357,Pongan barreras o cámaras porque ese vertedero ilegal crece cada semana.,San José de Maipo,buzón_vecinal,45-59
REC-0358,Deberían avisar los horarios por WhatsApp porque uno nunca sabe cuándo sacar el reciclaje.,Puente Alto,cabildo,60+
REC-0359,El camión pasa cuando quiere y las bolsas quedan dos días en la calle.,San Joaquín,buzón_vecinal,18-29
REC-0360,El camión pasa cuando quiere y las bolsas quedan dos días en la calle.,Peñalolén,buzón_vecinal,60+
REC-0361,"La compostera comunitaria es buena idea, pero hay que controlar olores y moscas.",,whatsapp_municipal,
REC-0362,"Separar sirve, supongo, aunque después el camión junta todo y uno queda de payaso.",,whatsapp_municipal,
REC-0363,Necesitamos más áreas verdes.,,buzón_vecinal,
REC-0364,Cuando el camión cumple el horario se nota mucho más limpio el barrio.,,formulario_papel,
REC-0365,"Buen día, no tengo comentarios.",,cabildo,
REC-0366,El punto limpio está impecable porque nadie lo usa: queda lejos y nunca explicaron qué recibe.,Cerro Navia,formulario_papel,45-59
REC-0367,Hace falta un lugar para dejar muebles que todavía sirven.,,consulta_web,
REC-0368,Pongan barreras o cámaras porque ese vertedero ilegal crece cada semana.,El Bosque,consulta_web,45-59
REC-0369,en el sitio eriazo de paradero 14 botan colchones y escombros todas las noches.,,whatsapp_municipal,
REC-0370,"La muni limpia el microbasural y a los tres días está igual, falta fiscalización.",Estación Central,buzón_vecinal,18-29
REC-0371,"Probé compostaje en la casa y funciona, falta enseñar bien para que no quede la caga.",,consulta_web,
REC-0372,"El contenedor nuevo funciona bien, ojalá lo retiren antes de que colapse.",San Joaquín,formulario_papel,60+
REC-0373,"Faltan contenedores para vidrio en paradero 14, el más cercano queda lejísimos.",San José de Maipo,consulta_web,45-59
REC-0374,Deberían avisar los horarios por WhatsApp porque uno nunca sabe cuándo sacar el reciclaje. Mi vecino Patricia Muñoz puede confirmar esto.,,buzón_vecinal,
REC-0375,"En mi casa separamos hace años, pero varios vecinos todavía tiran todo junto.",,whatsapp_municipal,
REC-0376,Prefiero que cobren a quienes producen envases antes que hacer otra campaña para culpabilizar a la gente.,,whatsapp_municipal,
REC-0377,"el cartonero deja desorden cuando revisa las bolsas, pero quitarlo no resuelve nada.",Pudahuel,formulario_papel,18-29
REC-0378,"En mi casa separamos hace años, pero varios vecinos todavía tiran todo junto.",Pudahuel,consulta_web,18-29
REC-0379,"No sirve otra campaña con folletos, hagan talleres en colegios y juntas de vecinos.",Puente Alto,formulario_papel,18-29
REC-0380,Pusieron un punto limpio pero está mal ubicado y casi nadie sabe que existe. Me pueden llamar al +569 3104 1931.,,formulario_papel,
REC-0381,"Faltan contenedores para vidrio en plaza Los Copihues, el más cercano queda lejísimos.",Peñalolén,buzón_vecinal,30-44
REC-0382,"Hay conflicto por el ruido de los carros temprano, se necesita acordar horarios.",La Pintana,formulario_papel,18-29
REC-0383,"La feria de intercambio fue excelente, me gustaría que fuera mensual.",Recoleta,cabildo,18-29
REC-0384,CUANDO EL CAMIÓN CUMPLE EL HORARIO SE NOTA MUCHO MÁS LIMPIO EL BARRIO.,Santiago,buzón_vecinal,30-44
REC-0385,"El punto limpio siempre está lleno, al final la gente deja todo afuera.",,formulario_papel,
REC-0386,Buen día no tengo comentarios.,Paine,consulta_web,60+
REC-0387,"La muni limpia el microbasural y a los tres días está igual, falta fiscalización.",,buzón_vecinal,
REC-0388,Podrían organizar ferias de trueque y reparación en vez de botar todo.,,whatsapp_municipal,
REC-0389,"La muni limpia el microbasural y a los tres días está igual falta fiscalización. Dejé el reclamo a nombre de Felipe Soto, RUT 22.198.457-2.",Quilicura,whatsapp_municipal,18-29
REC-0390,Integren a los recicladores al sistema formal y paguen por el servicio.,San Joaquín,consulta_web,45-59
REC-0391,Deberían avisar los horarios por WhatsApp porque uno nunca sabe cuándo sacar el reciclaje.,Recoleta,formulario_papel,18-29
REC-0392,Hay gente que viene de otras comunas a dejar basura en la esquina.,,buzón_vecinal,
REC-0393,"La feria de intercambio fue excelente, me gustaría que fuera mensual.",Santiago,cabildo,60+
REC-0394,Con los restos de la feria podríamos hacer compost para las áreas verdes.,,cabildo,
REC-0395,"HAY QUE EDUCAR, AUNQUE TAMBIÉN FACILITAR EL SISTEMA; NO PUEDE DEPENDER SOLO DE LA BUENA VOLUNTAD.",Estación Central,whatsapp_municipal,45-59
REC-0396,los puntos limpios son greenwashing si después mezclan todo en el mismo camión.,,buzón_vecinal,
REC-0397,En mi casa separamos hace años pero varios vecinos todavía tiran todo junto.,Santiago,cabildo,18-29
REC-0398,"El punto limpio siempre está lleno, al final la gente deja todo afuera.",,buzón_vecinal,
REC-0399,HACE FALTA UN LUGAR PARA DEJAR MUEBLES QUE TODAVÍA SIRVEN.,Santiago,buzón_vecinal,45-59
REC-0400,Con los restos de la feria podríamos hacer compost para las áreas verdes. Esto pasa frente a Vicuña Mackenna 4856.,Cerro Navia,buzón_vecinal,60+
REC-0401,Gracias por escuchar a los vecinos.,,consulta_web,
REC-0402,La gente mezcla todo porque nadie explica qué va en cada contenedor.,Lo Espejo,buzón_vecinal,30-44
REC-0403,"La feria de intercambio fue excelente, me gustaría que fuera mensual!!!",Huechuraba,consulta_web,60+
REC-0404,El camión pasa cuando quiere y las bolsas quedan dos días en la calle.,Peñalolén,formulario_papel,60+
REC-0405,Hay gente que viene de otras comunas a dejar basura en la esquina.,Quilicura,formulario_papel,30-44
REC-0406,Hace falta un lugar para dejar muebles que todavía sirven.,Peñalolén,formulario_papel,45-59
REC-0407,"La compostera comunitaria es buena idea, pero hay que controlar olores y moscas!!!",Pudahuel,whatsapp_municipal,45-59
REC-0408,"Probé compostaje en la casa y funciona, falta enseñar bien para que no quede la caga.",Estación Central,whatsapp_municipal,45-59
REC-0409,"Probé compostaje en la casa y funciona, falta enseñar bien para que no quede la caga. Mi vecino María González puede confirmar esto.",Pudahuel,buzón_vecinal,60+
REC-0410,Pongan barreras o cámaras porque ese vertedero ilegal crece cada semana.,Cerro Navia,whatsapp_municipal,18-29
REC-0411,En el sitio eriazo de feria de los sábados botan colchones y escombros todas las noches.,Cerro Navia,consulta_web,45-59
REC-0412,Pongan barreras o cámaras porque ese vertedero ilegal crece cada semana.,,cabildo,
