id,tema,subtema,lugar,tono,es_ambiguo,motivo_ambiguedad,contiene_pii,es_disenso,es_duplicado,id_origen_duplicado
REC-0332,puntos limpios y contenedores,escepticismo sobre trazabilidad,,neutro,0,,0,1,0,
REC-0333,compostaje y residuos orgánicos,compostaje,,neutro,0,,0,0,0,
REC-0334,compostaje y residuos orgánicos,compostaje,,neutro,0,,0,0,0,
REC-0335,otra,fuera de tema,,neutro,0,,0,0,0,
REC-0336,economía circular y reutilización,economía circular,,negativo,0,,0,0,0,
REC-0337,economía circular y reutilización,responsabilidad extendida del productor,,neutro,0,,0,1,0,
REC-0338,economía circular y reutilización,economía circular,,neutro,0,,0,0,0,
REC-0339,puntos limpios y contenedores,escepticismo sobre trazabilidad,,neutro,0,,0,1,0,
REC-0340,microbasurales y vertederos ilegales,microbasurales,,negativo,0,,0,0,0,
REC-0341,puntos limpios y contenedores,puntos limpios,,positivo,0,,0,0,0,
REC-0342,retiro domiciliario y frecuencia del camión,retiro domiciliario,,neutro,0,,0,0,0,
REC-0343,puntos limpios y contenedores,puntos limpios,cancha del barrio,negativo,0,,1,0,0,
REC-0344,puntos limpios y contenedores,puntos limpios,,negativo,0,,0,0,0,
REC-0345,compostaje y residuos orgánicos,compostaje,,neutro,0,,0,0,0,
REC-0346,educación y cultura del reciclaje,responsabilidad empresarial,,neutro,0,,0,1,0,
REC-0347,compostaje y residuos orgánicos,compostaje,,neutro,0,,0,0,0,
REC-0348,recicladores de base,recicladores de base,,neutro,0,,0,0,0,
REC-0349,retiro domiciliario y frecuencia del camión,desconfianza en la trazabilidad,,mixto,1,Expresa una adhesión débil al reciclaje junto con escepticismo y posible sarcasmo.,0,0,0,
REC-0350,microbasurales y vertederos ilegales,microbasurales,,neutro,0,,0,0,0,
REC-0351,puntos limpios y contenedores,puntos limpios,,negativo,0,,0,0,0,
REC-0352,retiro domiciliario y frecuencia del camión,retiro domiciliario,,negativo,0,,0,0,0,
REC-0353,recicladores de base,recicladores de base,,positivo,0,,0,0,0,
REC-0354,puntos limpios y contenedores,puntos limpios,,neutro,0,,0,0,0,
REC-0355,puntos limpios y contenedores,ubicación y educación,,mixto,1,"El elogio es irónico y mezcla infraestructura, acceso y educación ambiental.",0,0,0,
REC-0356,retiro domiciliario y frecuencia del camión,retiro domiciliario,,negativo,0,,0,0,0,
REC-0357,microbasurales y vertederos ilegales,microbasurales,,neutro,0,,0,0,0,
REC-0358,retiro domiciliario y frecuencia del camión,retiro domiciliario,,negativo,0,,0,0,0,
REC-0359,retiro domiciliario y frecuencia del camión,retiro domiciliario,,neutro,0,,0,0,0,
REC-0360,retiro domiciliario y frecuencia del camión,retiro domiciliario,,neutro,0,,0,0,0,
REC-0361,compostaje y residuos orgánicos,compostaje,,positivo,0,,0,0,0,
REC-0362,retiro domiciliario y frecuencia del camión,desconfianza en la trazabilidad,,mixto,1,Expresa una adhesión débil al reciclaje junto con escepticismo y posible sarcasmo.,0,0,0,
REC-0363,otra,fuera de tema,,neutro,0,,0,0,0,
REC-0364,retiro domiciliario y frecuencia del camión,retiro domiciliario,,positivo,0,,0,0,0,
REC-0365,otra,fuera de tema,,neutro,0,,0,0,0,
REC-0366,puntos limpios y contenedores,ubicación y educación,,mixto,1,"El elogio es irónico y mezcla infraestructura, acceso y educación ambiental.",0,0,0,
REC-0367,economía circular y reutilización,economía circular,,negativo,0,,0,0,1,223
REC-0368,microbasurales y vertederos ilegales,microbasurales,,neutro,0,,0,0,0,
REC-0369,microbasurales y vertederos ilegales,microbasurales,paradero 14,neutro,0,,0,0,0,
REC-0370,microbasurales y vertederos ilegales,microbasurales,,negativo,0,,0,0,0,
REC-0371,compostaje y residuos orgánicos,compostaje,,negativo,0,,0,0,0,
REC-0372,puntos limpios y contenedores,puntos limpios,,positivo,0,,0,0,0,
REC-0373,puntos limpios y contenedores,puntos limpios,paradero 14,negativo,0,,0,0,0,
REC-0374,retiro domiciliario y frecuencia del camión,retiro domiciliario,,negativo,0,,1,0,0,
REC-0375,educación y cultura del reciclaje,educación,,neutro,0,,0,0,0,
REC-0376,economía circular y reutilización,responsabilidad extendida del productor,,neutro,0,,0,1,0,
REC-0377,recicladores de base,recicladores de base,,neutro,0,,0,0,0,
REC-0378,educación y cultura del reciclaje,educación,,neutro,0,,0,0,0,
REC-0379,educación y cultura del reciclaje,educación,,neutro,0,,0,0,0,
REC-0380,puntos limpios y contenedores,puntos limpios,,neutro,0,,1,0,0,
REC-0381,puntos limpios y contenedores,puntos limpios,plaza Los Copihues,negativo,0,,0,0,0,
REC-0382,recicladores de base,recicladores de base,,neutro,0,,0,0,0,
REC-0383,economía circular y reutilización,economía circular,,positivo,0,,0,0,0,
REC-0384,retiro domiciliario y frecuencia del camión,retiro domiciliario,,positivo,0,,0,0,0,
REC-0385,puntos limpios y contenedores,puntos limpios,,negativo,0,,0,0,0,
REC-0386,otra,fuera de tema,,neutro,0,,0,0,0,
REC-0387,microbasurales y vertederos ilegales,microbasurales,,negativo,0,,0,0,0,
REC-0388,economía circular y reutilización,economía circular,,neutro,0,,0,0,0,
REC-0389,microbasurales y vertederos ilegales,microbasurales,,negativo,0,,1,0,0,
REC-0390,recicladores de base,recicladores de base,,neutro,0,,0,0,0,
REC-0391,retiro domiciliario y frecuencia del camión,retiro domiciliario,,negativo,0,,0,0,0,
REC-0392,microbasurales y vertederos ilegales,microbasurales,,negativo,0,,0,0,0,
REC-0393,economía circular y reutilización,economía circular,,positivo,0,,0,0,0,
REC-0394,compostaje y residuos orgánicos,compostaje,,neutro,0,,0,0,0,
REC-0395,educación y cultura del reciclaje,educación,,neutro,0,,0,0,0,
REC-0396,puntos limpios y contenedores,escepticismo sobre trazabilidad,,neutro,0,,0,1,0,
REC-0397,educación y cultura del reciclaje,educación,,neutro,0,,0,0,0,
REC-0398,puntos limpios y contenedores,puntos limpios,,negativo,0,,0,0,0,
REC-0399,economía circular y reutilización,economía circular,,negativo,0,,0,0,0,
REC-0400,compostaje y residuos orgánicos,compostaje,,neutro,0,,1,0,1,357
REC-0401,otra,fuera de tema,,neutro,0,,0,0,0,
REC-0402,educación y cultura del reciclaje,educación,,neutro,0,,0,0,0,
REC-0403,economía circular y reutilización,economía circular,,positivo,0,,0,0,0,
REC-0404,retiro domiciliario y frecuencia del camión,retiro domiciliario,,neutro,0,,0,0,0,
REC-0405,microbasurales y vertederos ilegales,microbasurales,,negativo,0,,0,0,0,
REC-0406,economía circular y reutilización,economía circular,,negativo,0,,0,0,0,
REC-0407,compostaje y residuos orgánicos,compostaje,,positivo,0,,0,0,0,
REC-0408,compostaje y residuos orgánicos,compostaje,,negativo,0,,0,0,0,
REC-0409,compostaje y residuos orgánicos,compostaje,,negativo,0,,1,0,0,
REC-0410,microbasurales y vertederos ilegales,microbasurales,,neutro,0,,0,0,0,
REC-0411,microbasurales y vertederos ilegales,microbasurales,feria de los sábados,neutro,0,,0,0,0,
REC-0412,microbasurales y vertederos ilegales,microbasurales,,neutro,0,,0,0,0,
