id,respuesta,comuna,canal,grupo_edad
SEG-0239,"Otra vez se llevaron cables en paradero 14, quedamos sin luz toda la cuadra.",Paine,cabildo,60+
SEG-0240,"La plaza está oscura y por eso se presta pa carretes, basura y asaltos; no sé si faltan luces o patrullas.",,buzón_vecinal,
SEG-0241,El sitio eriazo de cancha del barrio está lleno de matorrales y da miedo pasar.,Paine,cabildo,60+
SEG-0242,"Más patrullas no siempre significa más seguridad, a varios jóvenes los controlan solo por cómo se ven.",Cerro Navia,whatsapp_municipal,60+
SEG-0243,"No quiero más cámaras ni controles, el problema se arregla con oportunidades y trabajo comunitario.",Huechuraba,consulta_web,18-29
SEG-0244,nada,,consulta_web,
SEG-0245,"La plaza está oscurísima, cambien las luminarias antes de poner más cámaras.",Lo Espejo,consulta_web,18-29
SEG-0246,Se metieron a dos casas esta semana necesitamos alguna medida concreta.,La Pintana,consulta_web,60+
SEG-0247,Arreglaron la plaza y mejoró harto ahora sí se ve gente usando el espacio.,El Bosque,buzón_vecinal,30-44
SEG-0248,Hay cabros ofreciendo pasta cerca del colegio esto ya se salió de control.,,formulario_papel,
SEG-0249,Se metieron a dos casas esta semana necesitamos alguna medida concreta. Esto pasa frente a Santa Rosa 3702.,,consulta_web,
SEG-0250,"No quiero más cámaras ni controles, el problema se arregla con oportunidades y trabajo comunitario.",Renca,formulario_papel,18-29
SEG-0251,"No quiero más vigilancia, prefiero iluminación y trabajo con los jóvenes.",Recoleta,whatsapp_municipal,60+
SEG-0252,"HAY CABROS OFRECIENDO PASTA CERCA DEL COLEGIO, ESTO YA SE SALIÓ DE CONTROL. Dejé el reclamo a nombre de Camila Rojas, RUT 11.640.237-8.",Santiago,cabildo,60+
SEG-0253,"Mi vecino amenaza a todos por el estacionamiento, ya no se puede conversar.",,buzón_vecinal,
SEG-0254,Siento que todo está peor aunque quizás también influyen las noticias.,Lo Espejo,cabildo,60+
SEG-0255,Ponen música a todo chancho y cuando uno reclama se ponen violentos.,Pudahuel,buzón_vecinal,30-44
SEG-0256,"Arreglaron la plaza y mejoró harto, ahora sí se ve gente usando el espacio.",San José de Maipo,whatsapp_municipal,45-59
SEG-0257,"la plaza está oscurísima, cambien las luminarias antes de poner más cámaras.",Recoleta,formulario_papel,60+
SEG-0258,"No me ha pasado nada, pero igual no salgo después de las nueve por miedo!!!",Renca,buzón_vecinal,60+
SEG-0259,"No me ha pasado nada, pero igual no salgo después de las nueve por miedo.",,cabildo,
SEG-0260,"El comercio ambulante dejó la vereda intransitable, pero tampoco es llegar y echarlos.",Maipú,cabildo,45-59
SEG-0261,"El comercio ambulante dejó la vereda intransitable, pero tampoco es llegar y echarlos.",Maipú,buzón_vecinal,45-59
SEG-0262,"Mi vecino amenaza a todos por el estacionamiento, ya no se puede conversar.",Pudahuel,consulta_web,18-29
SEG-0263,"Faltan luces en el pasaje, ahí se esconden para asaltar.",Paine,consulta_web,60+
SEG-0264,Necesitamos más áreas verdes.,Maipú,whatsapp_municipal,18-29
SEG-0265,"Hay cabros ofreciendo pasta cerca del colegio, esto ya se salió de control.",Santiago,formulario_papel,45-59
SEG-0266,"En la casa de al lado se escuchan gritos y golpes, alguien debería intervenir con cuidado!!!",San Joaquín,formulario_papel,45-59
SEG-0267,"Los portonazos tan brigidos, uno ya entra mirando para todos lados.",,cabildo,
SEG-0268,"antes caminaba tranquila, ahora pido que me vayan a buscar al paradero.",,buzón_vecinal,
SEG-0269,"La plaza está oscurísima, cambien las luminarias antes de poner más cámaras.",Cerro Navia,whatsapp_municipal,60+
SEG-0270,"Los portonazos están brigidos, uno ya entra mirando para todos lados.",Pudahuel,cabildo,60+
SEG-0271,"No quiero más cámaras ni controles, el problema se arregla con oportunidades y trabajo comunitario.",Estación Central,consulta_web,45-59
SEG-0272,"No me ha pasado nada, pero igual no salgo después de las nueve por miedo.",,consulta_web,
SEG-0273,"Buen día, no tengo comentarios.",,buzón_vecinal,
SEG-0274,ponen música a todo chancho y cuando uno reclama se ponen violentos.,Peñalolén,cabildo,30-44
SEG-0275,"No quiero más cámaras ni controles, el problema se arregla con oportunidades y trabajo comunitario.",,cabildo,
SEG-0276,"No quiero más vigilancia, prefiero iluminación y trabajo con los jóvenes.",Lo Espejo,cabildo,18-29
SEG-0277,"La plaza está oscurísima, cambien las luminarias antes de poner más cámaras.",Puente Alto,whatsapp_municipal,45-59
SEG-0278,"ANTES CAMINABA TRANQUILA, AHORA PIDO QUE ME VAYAN A BUSCAR AL PARADERO.",Santiago,buzón_vecinal,45-59
SEG-0279,"Faltan luces en el pasaje, ahí se esconden para asaltar.",,cabildo,
SEG-0280,"En la casa de al lado se escuchan gritos y golpes, alguien debería intervenir con cuidado. Dejé el reclamo a nombre de Patricia Muñoz, RUT 19.797.293-1.",La Pintana,buzón_vecinal,30-44
SEG-0281,El sitio eriazo de feria de los sábados está lleno de matorrales y da miedo pasar.,Maipú,formulario_papel,60+
SEG-0282,"Faltan luces en el pasaje, ahí se esconden para asaltar.",San Joaquín,consulta_web,18-29
SEG-0283,"Arreglaron la plaza y mejoró harto, ahora sí se ve gente usando el espacio.",,whatsapp_municipal,
SEG-0284,Necesitamos más áreas verdes.,,formulario_papel,
SEG-0285,"El comercio ambulante dejó la vereda intransitable, pero tampoco es llegar y echarlos.",La Pintana,cabildo,60+
SEG-0286,"En la casa de al lado se escuchan gritos y golpes, alguien debería intervenir con cuidado.",Santiago,formulario_papel,30-44
SEG-0287,"La convivencia está pésima, cualquier discusión termina en insultos.",Santiago,whatsapp_municipal,30-44
SEG-0288,La esquina está llena de basura y peleas todos los fines de semana.,,consulta_web,
SEG-0289,"EL BARRIO NO ES TAN PELIGROSO COMO DICEN, PERO LA SENSACIÓN DE INSEGURIDAD ES REAL.",Peñalolén,formulario_papel,30-44
SEG-0290,"No quiero más vigilancia, prefiero iluminación y trabajo con los jóvenes.",El Bosque,consulta_web,45-59
SEG-0291,"No quiero más cámaras ni controles, el problema se arregla con oportunidades y trabajo comunitario.",El Bosque,formulario_papel,60+
SEG-0292,Ponen música a todo chancho y cuando uno reclama se ponen violentos.,,cabildo,
SEG-0293,"Las cámaras sirven si alguien las mira, si no son puro adorno. Me pueden llamar al +569 9525 5419.",El Bosque,whatsapp_municipal,18-29
SEG-0294,"La plaza está oscurísima, cambien las luminarias antes de poner más cámaras.",Recoleta,cabildo,45-59
SEG-0295,"Hay cabros ofreciendo pasta cerca del colegio, esto ya se salió de control. Dejé el reclamo a nombre de Camila Rojas, RUT 15.621.349-3.",San José de Maipo,buzón_vecinal,60+
SEG-0296,"Faltan luces en el pasaje, ahí se esconden para asaltar.",,whatsapp_municipal,
SEG-0297,"El comercio ambulante dejó la vereda intransitable, pero tampoco es llegar y echarlos.",Lo Espejo,whatsapp_municipal,45-59
SEG-0298,"No quiero más cámaras ni controles, el problema se arregla con oportunidades y trabajo comunitario.",Santiago,formulario_papel,45-59
SEG-0299,La plaza está oscurísima cambien las luminarias antes de poner más cámaras.,,buzón_vecinal,
SEG-0300,"Carabineros pasa más seguido y se nota, aunque todavía falta coordinación con seguridad municipal.",Pudahuel,formulario_papel,60+
SEG-0301,"Carabineros pasa más seguido y se nota, aunque todavía falta coordinación con seguridad municipal.",Quilicura,whatsapp_municipal,60+
SEG-0302,"MI VECINO AMENAZA A TODOS POR EL ESTACIONAMIENTO, YA NO SE PUEDE CONVERSAR. Esto pasa frente a La Estrella 500.",Maipú,whatsapp_municipal,30-44
SEG-0303,"La convivencia está pésima, cualquier discusión termina en insultos.",,consulta_web,
SEG-0304,"Hay cabros ofreciendo pasta cerca del colegio, esto ya se salió de control.",,cabildo,
SEG-0305,Necesitamos más áreas verdes.,Renca,formulario_papel,18-29
SEG-0306,"Arreglaron la plaza y mejoró harto, ahora sí se ve gente usando el espacio.",Santiago,buzón_vecinal,30-44
SEG-0307,"Carabineros pasa más seguido y se nota, aunque todavía falta coordinación con seguridad municipal.",Quilicura,consulta_web,18-29
SEG-0308,s/i,Recoleta,consulta_web,30-44
SEG-0309,En paradero 14 venden droga como si nada y en la noche se escuchan balazos.,,consulta_web,
SEG-0310,"No me ha pasado nada, pero igual no salgo después de las nueve por miedo.",Pudahuel,whatsapp_municipal,30-44
SEG-0311,"El barrio no es tan peligroso como dicen, pero la sensación de inseguridad es real.",,cabildo,
SEG-0312,Carabineros pasa más seguido y se nota aunque todavía falta coordinación con seguridad municipal.,San Joaquín,cabildo,30-44
SEG-0313,"Faltan luces en el pasaje, ahí se esconden para asaltar.",Maipú,buzón_vecinal,18-29
SEG-0314,"En la casa de al lado se escuchan gritos y golpes, alguien debería intervenir con cuidado. Dejé el reclamo a nombre de María González, RUT 10.502.576-4.",San José de Maipo,consulta_web,18-29
SEG-0315,"no me ha pasado nada, pero igual no salgo después de las nueve por miedo.",,consulta_web,
SEG-0316,"No me ha pasado nada, pero igual no salgo después de las nueve por miedo.",Lo Espejo,buzón_vecinal,30-44
SEG-0317,La atención del consultorio está muy lenta.,,cabildo,
SEG-0318,Me robaron el celu saliendo del metro y no había nadie patrullando.,Lo Espejo,formulario_papel,60+
SEG-0319,Me robaron el celu saliendo del metro y no había nadie patrullando.,Renca,whatsapp_municipal,18-29
SEG-0320,"Hay cabros ofreciendo pasta cerca del colegio, esto ya se salió de control.",,cabildo,
SEG-0321,"desde que llegaron esos narcos el barrio cambió, nadie deja jugar a los niños afuera.",Santiago,whatsapp_municipal,30-44
SEG-0322,"Otra vez se llevaron cables en plaza Los Copihues, quedamos sin luz toda la cuadra.",Santiago,consulta_web,18-29
SEG-0323,En villa El Sol venden droga como si nada y en la noche se escuchan balazos.,El Bosque,formulario_papel,60+
SEG-0324,"no me ha pasado nada, pero igual no salgo después de las nueve por miedo.",,consulta_web,
SEG-0325,"Faltan luces en el pasaje, ahí se esconden para asaltar.",Lo Espejo,formulario_papel,60+
SEG-0326,"Desde que llegaron esos narcos el barrio cambió, nadie deja jugar a los niños afuera!!! Dejé el reclamo a nombre de Camila Rojas, RUT 21.351.791-7.",,consulta_web,
SEG-0327,"los carretes duran hasta las 5 am y nadie fiscaliza, imposible dormir.",Paine,consulta_web,60+
SEG-0328,El barrio no está peor; las redes sociales exageran y terminamos desconfiando de todos.,La Pintana,formulario_papel,45-59
SEG-0329,"Faltan luces en el pasaje, ahí se esconden para asaltar.",Huechuraba,whatsapp_municipal,30-44
SEG-0330,"Hay una familia con problemas graves y el barrio solo comenta, falta apoyo profesional. Mi vecino Camila Rojas puede confirmar esto.",Cerro Navia,buzón_vecinal,60+
SEG-0331,"La convivencia está pésima, cualquier discusión termina en insultos.",San José de Maipo,cabildo,60+
SEG-0332,"Arreglaron la plaza y mejoró harto, ahora sí se ve gente usando el espacio.",Puente Alto,cabildo,30-44
SEG-0333,"Los portonazos están brigidos, uno ya entra mirando para todos lados.",Recoleta,buzón_vecinal,45-59
SEG-0334,"Otra vez se llevaron cables en pasaje Las Lilas, quedamos sin luz toda la cuadra.",,consulta_web,
SEG-0335,"Necesitamos más patrullaje de verdad, no una vuelta rápida pa la foto.",,consulta_web,
SEG-0336,El sitio eriazo de villa El Sol está lleno de matorrales y da miedo pasar.,Santiago,consulta_web,30-44
SEG-0337,"Los portonazos están brigidos, uno ya entra mirando para todos lados.",,consulta_web,
SEG-0338,Siento que todo está peor aunque quizás también influyen las noticias.,,whatsapp_municipal,
SEG-0339,"Hay una familia con problemas graves y el barrio solo comenta, falta apoyo profesional.",Santiago,consulta_web,45-59
SEG-0340,En feria de los sábados venden droga como si nada y en la noche se escuchan balazos. Mi vecino Juan Pérez puede confirmar esto.,Recoleta,formulario_papel,60+
SEG-0341,"Ponen música a todo chancho y cuando uno reclama se ponen violentos. Dejé el reclamo a nombre de Luis Araya, RUT 18.612.876-4.",Lo Espejo,buzón_vecinal,60+
SEG-0342,Ponen música a todo chancho y cuando uno reclama se ponen violentos.,Recoleta,formulario_papel,45-59
SEG-0343,"Desde que llegaron esos narcos el barrio cambió, nadie deja jugar a los niños afuera. Mi vecino Patricia Muñoz puede confirmar esto.",,whatsapp_municipal,
SEG-0344,"Los portonazos están brigidos, uno ya entra mirando pa todos lados.",Peñalolén,consulta_web,60+
SEG-0345,"Otra vez se llevaron cables en pasaje Las Lilas, quedamos sin luz toda la cuadra.",El Bosque,cabildo,45-59
SEG-0346,"No quiero más cámaras ni controles, el problema se arregla con oportunidades y trabajo comunitario.",,buzón_vecinal,
SEG-0347,"Carabineros pasa más seguido y se nota, aunque todavía falta coordinación con seguridad municipal.",Recoleta,consulta_web,18-29
SEG-0348,"En feria de los sábados venden droga como si nada y en la noche se escuchan balazos!!! Dejé el reclamo a nombre de Camila Rojas, RUT 21.844.365-9.",,whatsapp_municipal,
SEG-0349,"Necesitamos más patrullaje de verdad, no una vuelta rápida para la foto.",,buzón_vecinal,
SEG-0350,"Necesitamos más patrullaje de verdad, no una vuelta rápida para la foto.",,formulario_papel,
SEG-0351,"Necesitamos más patrullaje de verdad, no una vuelta rápida para la foto.",Huechuraba,consulta_web,60+
SEG-0352,"No me ha pasado nada, pero igual no salgo después de las nueve por miedo.",Peñalolén,buzón_vecinal,60+
SEG-0353,En feria de los sábados venden droga como si nada y en la noche se escuchan balazos.,,buzón_vecinal,
SEG-0354,"Las cámaras sirven si alguien las mira, si no son puro adorno. Esto pasa frente a Los Aromos 2567.",,formulario_papel,
SEG-0355,"La convivencia está pésima, cualquier discusión termina en insultos.",San José de Maipo,whatsapp_municipal,45-59
SEG-0356,"Desde que pusieron cámaras ya no se juntan en la plaza; quedó más tranquila, pero ahora parece cárcel.",,formulario_papel,
SEG-0357,Me robaron el celu saliendo del metro y no había nadie patrullando.,,buzón_vecinal,
SEG-0358,Gracias por escuchar a los vecinos.,Huechuraba,whatsapp_municipal,45-59
SEG-0359,"Necesitamos más patrullaje de verdad, no una vuelta rápida para la foto!!!",Maipú,consulta_web,60+
SEG-0360,"La plaza está oscura y por eso se presta pa carretes, basura y asaltos; no sé si faltan luces o patrullas.",El Bosque,whatsapp_municipal,60+
SEG-0361,"La convivencia está pésima, cualquier discusión termina en insultos.",Pudahuel,formulario_papel,30-44
SEG-0362,"El barrio no es tan peligroso como dicen, pero la sensación de inseguridad es real!!!",Recoleta,whatsapp_municipal,30-44
SEG-0363,"Carabineros pasa más seguido y se nota, aunque todavía falta coordinación con seguridad municipal.",Maipú,consulta_web,45-59
SEG-0364,"NECESITAMOS MÁS PATRULLAJE DE VERDAD, NO UNA VUELTA RÁPIDA PARA LA FOTO.",Estación Central,cabildo,30-44
SEG-0365,"Carabineros pasa más seguido y se nota, aunque todavía falta coordinación con seguridad municipal.",Peñalolén,formulario_papel,18-29
SEG-0366,"Faltan luces en el pasaje, ahí se esconden para asaltar.",La Florida,buzón_vecinal,18-29
SEG-0367,"El comercio ambulante dejó la vereda intransitable, pero tampoco es llegar y echarlos.",Renca,whatsapp_municipal,45-59
SEG-0368,"Las cámaras sirven si alguien las mira, si no son puro adorno.",San Joaquín,buzón_vecinal,30-44
SEG-0369,"Qué bueno que nunca pasa nada por acá, salvo los portonazos de todas las semanas.",,formulario_papel,
SEG-0370,"Las cámaras sirven si alguien las mira, si no son puro adorno.",,formulario_papel,
SEG-0371,"No quiero más vigilancia, prefiero iluminación y trabajo con los jóvenes.",Paine,consulta_web,60+
SEG-0372,La atención del consultorio está muy lenta.,Peñalolén,cabildo,60+
SEG-0373,"Carabineros pasa más seguido y se nota, aunque todavía falta coordinación con seguridad municipal.",,formulario_papel,
SEG-0374,"Hay una familia con problemas graves y el barrio solo comenta, falta apoyo profesional.",Huechuraba,consulta_web,30-44
SEG-0375,"En la casa de al lado se escuchan gritos y golpes, alguien debería intervenir con cuidado.",,cabildo,
SEG-0376,"La plaza está oscurísima, cambien las luminarias antes de poner más cámaras.",San José de Maipo,cabildo,60+
SEG-0377,Ponen música a todo chancho y cuando uno reclama se ponen violentos.,,formulario_papel,
SEG-0378,"La plaza está oscurísima, cambien las luminarias antes de poner más cámaras.",San Joaquín,buzón_vecinal,45-59
SEG-0379,"Antes caminaba tranquila, ahora pido que me vayan a buscar al paradero.",,cabildo,
SEG-0380,"Los carretes duran hasta las 5 am y nadie fiscaliza, imposible dormir. Me pueden llamar al +569 3765 6373.",El Bosque,buzón_vecinal,18-29
SEG-0381,"Carabineros pasa más seguido y se nota, aunque todavía falta coordinación con seguridad municipal.",Estación Central,buzón_vecinal,60+
SEG-0382,"No quiero más cámaras ni controles, el problema se arregla con oportunidades y trabajo comunitario.",Estación Central,formulario_papel,45-59
SEG-0383,Ponen música a todo chancho y cuando uno reclama se ponen violentos.,Puente Alto,consulta_web,60+
SEG-0384,"La casa de la esquina funciona como punto de venta, todos sabemos menos la muni parece.",La Florida,consulta_web,60+
SEG-0385,"Antes caminaba tranquila, ahora pido que me vayan a buscar al paradero.",La Pintana,cabildo,18-29
SEG-0386,Quiero saber por los talleres deportivos.,Estación Central,consulta_web,30-44
SEG-0387,"El barrio no es tan peligroso como dicen, pero la sensación de inseguridad es real.",,formulario_papel,
SEG-0388,Hay una familia con problemas graves y el barrio solo comenta falta apoyo profesional.,Puente Alto,consulta_web,18-29
SEG-0389,"Más patrullas no siempre significa más seguridad, a varios jóvenes los controlan solo por cómo se ven.",Peñalolén,formulario_papel,30-44
SEG-0390,La plaza está oscurísima cambien las luminarias antes de poner más cámaras. Esto pasa frente a La Estrella 3295.,,cabildo,
SEG-0391,"no me ha pasado nada, pero igual no salgo después de las nueve por miedo.",,formulario_papel,
SEG-0392,"Arreglaron la plaza y mejoró harto, ahora sí se ve gente usando el espacio.",Santiago,cabildo,60+
SEG-0393,La esquina está llena de basura y peleas todos los fines de semana.,Paine,formulario_papel,45-59
SEG-0394,"Antes caminaba tranquila, ahora pido que me vayan a buscar al paradero.",,cabildo,
SEG-0395,"No quiero más cámaras ni controles, el problema se arregla con oportunidades y trabajo comunitario.",Cerro Navia,buzón_vecinal,18-29
SEG-0396,"Necesitamos más patrullaje de verdad, no una vuelta rápida para la foto.",Lo Espejo,whatsapp_municipal,45-59
SEG-0397,La atención del consultorio está muy lenta.,,consulta_web,
SEG-0398,"desde que llegaron esos narcos el barrio cambió, nadie deja jugar a los niños afuera.",Quilicura,buzón_vecinal,45-59
SEG-0399,¿CUÁNDO ARREGLAN LA VEREDA DE MI CALLE?,El Bosque,buzón_vecinal,18-29
SEG-0400,"Hay una familia con problemas graves y el barrio solo comenta, falta apoyo profesional.",Maipú,buzón_vecinal,18-29
SEG-0401,"El barrio no es tan peligroso como dicen, pero la sensación de inseguridad es real.",El Bosque,formulario_papel,30-44
SEG-0402,Ponen música a todo chancho y cuando uno reclama se ponen violentos.,,formulario_papel,
SEG-0403,El sitio eriazo de feria de los sábados está lleno de matorrales y da miedo pasar.,,whatsapp_municipal,
SEG-0404,"Faltan luces en el pasaje, ahí se esconden para asaltar.",Peñalolén,cabildo,60+
SEG-0405,"La casa de la esquina funciona como punto de venta, todos sabemos menos la muni parece.",,cabildo,
SEG-0406,"No me ha pasado nada, pero igual no salgo después de las nueve por miedo.",,formulario_papel,
SEG-0407,"Los carretes duran hasta las 5 am y nadie fiscaliza, imposible dormir.",,buzón_vecinal,
SEG-0408,"Se metieron a dos casas esta semana, necesitamos alguna medida concreta.",,whatsapp_municipal,
SEG-0409,"El barrio no es tan peligroso como dicen, pero la sensación de inseguridad es real.",Puente Alto,formulario_papel,60+
SEG-0410,"Necesitamos más patrullaje de verdad, no una vuelta rápida para la foto.",,consulta_web,
SEG-0411,-,Paine,formulario_papel,18-29
SEG-0412,En cancha del barrio venden droga como si nada y en la noche se escuchan balazos.,Maipú,formulario_papel,45-59
