id,tema,subtema,lugar,tono,es_ambiguo,motivo_ambiguedad,contiene_pii,es_disenso,es_duplicado,id_origen_duplicado
SEG-0324,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,0,0,0,
SEG-0325,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0326,microtráfico y narco,microtráfico,,neutro,0,,1,0,0,
SEG-0327,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0328,percepción de miedo e inseguridad,cuestionamiento de la percepción dominante,,neutro,0,,0,1,0,
SEG-0329,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0330,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,mixto,0,,1,0,0,
SEG-0331,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,negativo,0,,0,0,0,
SEG-0332,iluminación y espacio público,iluminación,,positivo,0,,0,0,0,
SEG-0333,hurtos y robos,hurtos,,neutro,0,,0,0,1,352
SEG-0334,hurtos y robos,hurtos,pasaje Las Lilas,neutro,0,,0,0,0,
SEG-0335,presencia policial y municipal,presencia policial,,neutro,0,,0,0,1,112
SEG-0336,iluminación y espacio público,iluminación,villa El Sol,negativo,0,,0,0,0,
SEG-0337,hurtos y robos,hurtos,,neutro,0,,0,0,0,
SEG-0338,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0339,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,mixto,0,,0,0,0,
SEG-0340,microtráfico y narco,microtráfico,feria de los sábados,negativo,0,,1,0,0,
SEG-0341,incivilidades,incivilidades,,negativo,0,,1,0,0,
SEG-0342,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0343,microtráfico y narco,microtráfico,,neutro,0,,1,0,0,
SEG-0344,hurtos y robos,hurtos,,neutro,0,,0,0,0,
SEG-0345,hurtos y robos,hurtos,pasaje Las Lilas,neutro,0,,0,0,1,65
SEG-0346,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0347,presencia policial y municipal,presencia policial,,mixto,0,,0,0,0,
SEG-0348,microtráfico y narco,microtráfico,feria de los sábados,negativo,0,,1,0,0,
SEG-0349,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0350,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0351,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0352,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,0,0,0,
SEG-0353,microtráfico y narco,microtráfico,feria de los sábados,negativo,0,,0,0,0,
SEG-0354,presencia policial y municipal,presencia policial,,neutro,0,,1,0,0,
SEG-0355,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,negativo,0,,0,0,0,
SEG-0356,presencia policial y municipal,cámaras y uso del espacio público,,mixto,1,"Evalúa positivamente la reducción de reuniones, pero critica la vigilancia y el deterioro de la convivencia.",0,0,0,
SEG-0357,hurtos y robos,hurtos,,negativo,0,,0,0,0,
SEG-0358,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0359,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0360,iluminación y espacio público,"oscuridad, incivilidades y robos",,negativo,1,"Combina iluminación, incivilidades, percepción de inseguridad y delitos sin una causa principal clara.",0,0,0,
SEG-0361,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,negativo,0,,0,0,0,
SEG-0362,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0363,presencia policial y municipal,presencia policial,,mixto,0,,0,0,0,
SEG-0364,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0365,presencia policial y municipal,presencia policial,,mixto,0,,0,0,0,
SEG-0366,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0367,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0368,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0369,hurtos y robos,ironía sobre frecuencia de portonazos,,mixto,1,"La formulación irónica parece positiva, pero comunica una evaluación fuertemente negativa.",0,0,0,
SEG-0370,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0371,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0372,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0373,presencia policial y municipal,presencia policial,,mixto,0,,0,0,0,
SEG-0374,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,mixto,0,,0,0,0,
SEG-0375,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,neutro,0,,0,0,0,
SEG-0376,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0377,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0378,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0379,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,positivo,0,,0,0,0,
SEG-0380,incivilidades,incivilidades,,neutro,0,,1,0,0,
SEG-0381,presencia policial y municipal,presencia policial,,mixto,0,,0,0,0,
SEG-0382,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0383,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0384,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0385,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,positivo,0,,0,0,0,
SEG-0386,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0387,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0388,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,mixto,0,,0,0,0,
SEG-0389,presencia policial y municipal,efectos adversos del control,,neutro,0,,0,1,0,
SEG-0390,iluminación y espacio público,iluminación,,negativo,0,,1,0,0,
SEG-0391,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,0,0,0,
SEG-0392,iluminación y espacio público,iluminación,,positivo,0,,0,0,0,
SEG-0393,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0394,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,positivo,0,,0,0,0,
SEG-0395,presencia policial y municipal,rechazo a vigilancia punitiva,,negativo,0,,0,1,0,
SEG-0396,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0397,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0398,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0399,otra,fuera de tema,,neutro,0,,0,0,0,
SEG-0400,violencia intrafamiliar y convivencia vecinal,violencia intrafamiliar,,mixto,0,,0,0,0,
SEG-0401,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0402,incivilidades,incivilidades,,negativo,0,,0,0,0,
SEG-0403,iluminación y espacio público,iluminación,feria de los sábados,negativo,0,,0,0,0,
SEG-0404,iluminación y espacio público,iluminación,,negativo,0,,0,0,0,
SEG-0405,microtráfico y narco,microtráfico,,neutro,0,,0,0,0,
SEG-0406,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,negativo,0,,0,0,0,
SEG-0407,incivilidades,incivilidades,,neutro,0,,0,0,0,
SEG-0408,hurtos y robos,hurtos,,neutro,0,,0,0,0,
SEG-0409,percepción de miedo e inseguridad,percepción de miedo e inseguridad,,neutro,0,,0,0,0,
SEG-0410,presencia policial y municipal,presencia policial,,neutro,0,,0,0,0,
SEG-0411,otra,respuesta vacía o insuficiente,,neutro,0,,0,0,0,
SEG-0412,microtráfico y narco,microtráfico,cancha del barrio,negativo,0,,0,0,0,
